852218,126709000
480228,115489066
476810,91939000
484422,69090000
451965,44443000
35301,11533947
504713,23294185
541101,12895000
413208,12270894
675332,19769544
1830035,41507355
259518,16655204
233031,20882010
817824,14701563
852320,13738577
3303298,17864831
112837,21076857
280110,8749859
497404,18672321
489913,22360060
486752,11238126
210434,3805270
723112,5506098
60143,5771318
501105,7072858
804963,8621690
455534,14943955
212465,4773989
697633,13282464
1225800,3067994
983448,5684429
913940,6801506
12311,6154707
75633,4443651
214807,9024000
445843,5964351
1456501,3693000
2253891,4340174
3344611,2308327
3041974,4551982
30810,3727100
485559,3070098
3284070,3748006
1494240,3817006
694904,4241788
2362458,1677000
570231,2762481
940311,1847000
3212149,1985797
1394676,2850509
917742,2567176
1443266,1325497
3278305,2670682
2121196,1233509
276579,1074917
510871,1462136
761806,1895072
752970,860512
266271,1148421
339858,934720
63069,1509989
601050,1319472
688079,982000
229801,1205096
682563,1746594
310727,1600315
491224,1350976
606046,1349779
43173,1347921
2736291,1451858
2017570,2045270
980661,2551072
222147,1091290
676656,2197095
741871,1372343
2867056,1111811
197478,1398379
665931,992280
2980209,1322813
595869,1117951
873138,1113464
169653,1226795
272218,879345
67311,877841
137915,584756
837260,1089654
795968,712561
527954,678340
311845,961583
1001152,976334
320119,596619
2777650,494575
802110,1131812
342634,989132
877369,1868414
671576,562556
3181197,949736
259031,888110
474919,828569
656733,1016294
143662,1434089
379920,1097181
362007,1299665
1007846,910073
1017939,889515
936855,604308
816210,599333
1408069,2328002
785062,709742
934329,2078438
802866,674328
682611,1141363
208244,678301
559777,545129
1842065,614428
249612,712965
35570,729604
1002878,715356
2502656,2569411
363956,835104
664756,1291861
2942690,567849
128904,509169
204004,898944
933966,535488
2643438,369454
3376461,1007479
83638,543967
170716,511071
437521,400135
543253,882430
42420,598978
3806100,931435
93721,603919
489623,418196
101019,460793
832377,644514
701062,603860
245276,205147
659855,438480
58243,352985
702117,458014
2582023,644461
295552,175121
1004368,571280
645625,696628
395238,751138
938840,327369
1224812,458630
978154,577385
580623,443433
2618780,449894
202907,513225
15536,403064
130943,393546
661308,288514
663834,536999
52719,175000
352772,444598
936426,443685
991340,522262
494261,481541
2925666,565781
659257,250764
533852,631486
150071,358134
635859,439688
365325,610629
131650,884826
968605,726393
412135,269363
1349890,294594
58971,323936
859712,543166
1010930,318463
697763,388478
101233,216942
456960,305546
284819,374977
416245,502335
810919,564967
1386251,391928
542649,492808
657365,340932
918918,466678
463735,283932
808176,374632
749242,469031
818625,273504
871769,559058
888002,322242
968436,342619
229913,1045345
236751,284665
165628,328279
613008,365718
557858,335073
925710,427375
23241,380333
637451,340018
2850722,296647
189419,486474
506922,312946
636771,304130
231242,221640
83311,225983
2950677,504535
2197098,314138
2078290,358297
107244,262875
127260,164335
488439,404852
2797724,333472
740931,218723
1009420,370387
316840,266224
964700,201965
936136,317836
509811,348011
1464122,240741
618807,231784
258771,253734
814430,371326
587800,430311
1164730,173824
816603,223008
933957,337397
412751,261341
936462,279288
270036,163209
3476192,302904
932277,206358
216922,281563
1916751,399126
398350,260355
850036,245391
3550131,1160302
1190074,241486
1225761,348383
996260,261740
260055,257951
932978,253245
353555,226094
9807,277484
1438589,519717
1398580,262683
687009,279231
593865,238517
2967349,293114
552451,244036
56557,231283
572374,196055
800657,267363
473501,333487
361167,192111
114260,463997
1001639,220069
3284397,1599559
974866,233476
876634,359230
17464,338449
1011526,262504
382667,249874
141734,156769
53033,285532
770367,231290
419406,216723
593007,182183
436711,193199
2748650,229856
764030,235749
913856,200860
19730,214339
874845,181404
34537,234397
811046,149531
693345,260996
1190476,230624
2608754,200138
540926,187339
2634351,190816
739560,186194
623445,256235
822154,215535
3030969,192910
121642,180736
807665,163995
758703,164655
2764258,203074
775214,141362
930965,262348
576130,315848
790534,371622
64619,123001
978369,258156
666657,191518
676160,206883
591825,263038
617024,156069
671464,183207
791474,139185
2694935,164943
436159,203872
354310,218534
1407932,242890
976477,180267
1444021,1102218
17147,191985
39475,186021
100562,230699
44134,202677
115641,204217
509950,186662
2353595,154496
601416,153659
828651,159183
929352,173738
577128,200755
224178,169446
310978,160108
400253,171114
673440,154767
191663,91412
575254,173542
375034,142418
599764,172133
783648,97008
2332808,223941
249872,129612
693224,203932
529958,141016
474254,214932
255659,168251
2129008,1279876
2514547,181989
2858960,209535
443205,166128
398668,1378554
598534,137824
664206,170357
1189993,335391
3277876,159322
653648,176734
3146150,179198
479268,209055
450856,177886
894553,140061
785259,154608
377908,124499
731247,158542
853952,130313
660655,166992
825146,152108
547840,135038
754433,120774
2458119,321280
475215,152172
507068,118851
2319676,239824
842460,159308
874649,150164
808260,159420
317342,143695
844343,169779
2683014,160363
913267,146874
933621,161909
3394278,254645
947178,134381
799612,117286
61122,106107
522847,146586
1917301,144753
750305,171693
716833,141727
2532662,193857
651103,136861
303550,155078
716413,215895
474759,130916
2372774,101536
612364,230580
641476,143454
2376,192751
882701,144391
651859,148765
2209553,180901
2302379,129847
2522681,148876
836843,155535
364449,119151
256553,139326
633501,123807
2434113,125698
140018,121347
506249,146704
267737,110960
1457003,217519
14258,346450
2558970,146695
282329,175659
896566,120256
508878,121237
2652092,120161
1918344,141411
139740,109050
584920,159615
866000,125565
488167,133400
2516327,118534
312730,128659
1007015,128497
426534,149708
205654,122753
613400,110831
161602,111060
159636,125364
862824,117237
663245,120439
2615190,205760
913753,141345
2769589,118148
236706,87709
208169,123180
456474,206893
1445943,139736
384652,77282
814216,133570
457547,155185
750864,282510
2700984,170885
594433,99523
686271,198062
126254,104069
166803,95932
381343,89809
662369,127756
1221558,94905
405959,131606
551315,104608
515353,114451
689209,139368
402172,114984
779539,195453
239613,108002
2920737,143089
508346,150992
538802,82540
439404,88015
142955,91836
2727673,125162
1484595,158707
433608,83634
104038,102840
1908082,114813
1402610,91474
361055,88120
391838,102987
1187391,80292
268734,119188
219343,119623
2119773,164596
895710,90975
886204,77987
2806626,94536
958204,104500
491934,105233
837000,99455
768074,205640
184937,88340
1459034,119000
500050,104865
2856500,111713
658559,143892
2596262,105777
945053,122735
797775,161183
717924,113999
804338,115540
2634191,124294
130541,96321
3363957,45580
452270,76761
189352,102167
309570,83905
65858,115759
37640,110486
2114282,122100
644178,86050
875954,129496
678717,98145
2717012,87225
442776,169075
69333,94282
13103,156774
1356768,98721
470724,100849
326858,93939
106377,165934
189745,178817
720465,54551
994565,152562
765019,85160
669443,108122
2132941,84007
722544,159876
39420,93341
2874634,92982
106359,127887
471217,100674
542528,162357
299046,83855
546003,87654
701736,82349
2171100,141287
384018,122287
509231,80821
280044,90173
279105,67454
239275,98133
1009804,91485
949154,88946
824000,109923
537560,98739
548351,92863
74140,84738
470050,75935
3348888,90665
328777,142920
502849,81793
456456,69351
36054,97014
3141726,111711
693662,120696
627658,127825
293026,49517
2949710,135967
3345449,81449
1391778,535190
821120,104756
1391170,83166
29104,83925
2280552,75060
3363966,34130
257868,106514
790721,73290
1000100,131941
657459,103000
373601,129724
86527,107371
834979,87668
642549,85328
762447,107234
2505787,83794
1718188,113437
6972,98148
1867983,69578
879532,61616
455972,82716
751759,88794
342410,98224
23812,75910
92630,94058
368175,90790
2033123,71802
642370,70501
861434,86720
1436204,92482
3075278,98583
201834,130069
399517,72134
689302,64098
193809,92363
842004,98406
28406,100073
223322,88191
554745,54826
288853,61321
215130,79064
308649,137796
2339795,86289
220527,84414
1216321,89208
772008,81296
2756785,103623
225335,96444
619701,71512
736448,114814
141556,174018
574976,80350
1463705,41845
750239,97392
725732,75873
272302,135209
832470,82792
1494914,100041
522605,65338
236153,73053
1407521,131282
490450,111360
650674,77241
679826,75673
2239288,78962
707354,102519
78858,91804
137205,92233
2640594,99541
507509,68688
613558,73989
133850,83796
667757,76634
5210,70700
163549,91344
289702,88322
1396764,3795
63078,102975
223331,84235
1404463,125615
2726443,92221
41647,63146
259657,88090
2236821,72427
265407,98327
374653,158258
351207,94400
147839,92639
928618,92589
736206,70458
339773,176837
754929,106037
807955,73522
778466,75065
925411,124664
1865680,77937
209335,91833
813947,73444
91969,65874
652351,112170
883874,85696
984379,94808
875918,68665
564557,63557
697754,86704
2142155,72856
1458608,62411
808167,107386
24006,100446
3475083,85758
1009354,105755
292524,73289
255574,129167
150035,104303
188430,68954
289515,68118
537449,79891
711472,76927
786210,70052
870539,99309
466857,98101
1421095,83892
160614,378835
680813,69664
234355,79689
3025406,72738
1890525,52830
2859574,103579
253468,89941
884303,84270
596848,71273
868376,107432
598954,77710
3138146,58714
631422,86486
273336,73650
928421,80414
2352235,67559
960935,66490
129394,55527
593753,126547
1198641,71870
186744,91563
779351,111048
1416327,96184
254317,92910
876700,211987
2358769,77931
995450,62959
422433,65102
853804,49804
704559,159388
3219335,66867
230759,83610
671334,79166
890742,53265
491774,71992
375043,70730
2944715,79745
186221,77578
539032,87881
139478,47243
191935,48222
514066,64116
220545,64295
3202702,62000
3179082,54346
983457,106051
584377,81318
685407,167254
320155,68084
738303,69491
77851,68423
673909,58105
2595461,76459
56351,76318
621375,71520
945941,67519
543262,67285
958727,113042
446336,56823
397540,114844
578255,63102
1015560,124775
2508751,82052
521804,81011
241607,62444
1162017,90009
49821,96788
290052,66091
1356535,73500
2736451,68676
518952,91123
797467,82002
2747587,57238
214414,73487
123646,74154
3363939,27398
1421161,80813
242444,104101
645317,80319
651037,70416
613950,52060
1632,65010
247908,73967
2796615,106072
859002,84342
881478,76860
481542,61792
580726,66086
498317,69073
1187001,113438
594947,76124
2955458,89729
403946,68803
738040,67272
696430,61356
717737,69340
200640,79859
2737029,56860
439338,70268
933256,77019
431172,62967
23504,51445
2907484,68106
146663,100403
397531,60031
2649122,64744
324863,123037
933975,71771
757377,151768
407506,75846
777366,60923
507330,67664
253356,74243
3195895,64101
1229424,58794
709602,58468
749635,54057
2649177,60802
911405,50764
648242,48840
403151,56866
134437,56355
65205,114861
702612,71158
339607,63487
1447639,58634
632858,50615
781028,110575
976703,150538
736877,44324
3269590,65942
30502,54957
54375,55958
833271,97596
790918,72639
