852218,52657000,22568000,1576000,221000,90224000,472000,1000,8717000,692000,236196000,197304000,537000,92785000,40321000,76343000,2428000,13193000,72475000,3328000,413865000
480228,49700191,19703188,604394,9790840,173621165,15154546,5139794,1429108,4993937,143342696,390010745,6216447,113168764,30486806,53421181,12165,32737597,47959772,4957362,214988559
476810,86182000,4956000,2444000,11907000,86465000,5305000,1422000,57563000,232000,23563000,227301000,50744000,49925000,125383000,31815000,111792000,28881000,62493000,7380000,287165000
484422,17059000,894000,3080000,6899000,80471000,4904000,849000,11842000,690000,8185000,251137000,2061000,74588000,7225000,35227000,0,17427000,25993000,1615000,107488000
451965,15703000,379000,53000,1470000,54544000,5397000,1343000,41000,8000,20491000,169626000,0,61514000,56000,47925000,1000,8083000,20098000,1626000,63128000
504713,9024655,0,396635,7111485,30460849,4728,1063255,45120,173605,4047600,68735466,0,35255324,370263,28685364,0,934480,20427060,1069469,26890347
413208,8946879,460924,542890,571585,22626520,1513679,148290,1105076,215176,13675890,43672266,50480,22285497,1161718,21591605,52639,2291945,3034389,733175,41224678
675332,4282282,137299,3806850,1006845,9951248,210350,196895,4800,1931134,2567769,81546155,0,23958854,0,12923881,0,58086,13822472,792493,19191326
1830035,7206527,1300,0,19883,319980,0,0,0,0,0,4353,0,12158106,1293101,89846657,19184263,228920,1511526,1155937,34904177
259518,3208065,1074340,194320,307933,5159402,63175,39132,8203,3972,952564,69998273,15446,28728348,556220,6577544,0,1015618,6722630,661543,15217751
233031,3740208,1030757,3322051,713001,11042139,27614,4882,5694,456860,435175,64138473,5246626,15593591,93502,5891258,1805,225819,5095806,737958,20567997
35301,10141544,5228802,3786332,5994930,29611715,21126457,2522712,5476821,377904,16875224,0,0,50980,54731,135885,0,0,15563826,184472,16889151
3303298,2264549,57777,50000,102847,18961629,5492,1,2400,28692,0,54976354,0,15913604,0,18443470,0,0,2989598,993979,14903122
852320,2425990,99290,9677968,1403386,9939460,261,531889,0,235176,120365,64948627,0,12445819,211168,8158331,0,6398,3567555,364578,14450474
817824,3560443,582780,136271,336330,25941102,2758423,61052,0,564930,3096149,36595704,0,20713487,0,5020045,0,129484,5820273,573601,19663458
541101,27325000,122000,728000,59000,25731000,246000,235000,402000,155000,8056000,3960000,465000,779000,4353000,125000,191000,4799000,19768000,185000,18271000
112837,2417094,107148,815429,476219,12314818,379658,0,9910,55135,5018362,31821693,0,11024715,0,13104185,0,0,2425775,1017198,17486382
280110,2339119,7866,1368,18959,7878283,185120,8985,11000,3434,163933,31544262,0,20589734,188468,8790880,0,76809,14104733,267093,10881707
486752,2644163,111,0,0,13552,2049824,0,241802,0,9450,2,0,9948981,0,31811991,0,15011584,38103,217877,18811195
489913,3298773,0,0,0,85,283781,858,0,16927,1709375,0,0,5747294,0,47820780,0,0,3102,504137,20529994
1225800,271779,9911,0,0,20014305,3104728,226203,0,0,12701748,10715372,0,17973421,0,6536934,0,0,1067709,2791647,2891270
455534,1829457,0,0,7359382,15132,0,0,0,158500,6599258,23353458,0,21131668,0,130753,0,110760,2193310,322679,11756195
501105,1735548,71275,545978,181323,6873154,32338,158915,1500,337780,107438,28832393,0,10633121,0,5767920,0,9016,2605373,507372,6430466
60143,1592823,34532,502,16190,6166904,0,1417,43823,11251,36450,22065497,308501,23677074,1107709,664558,0,109076,3028439,379089,3851892
804963,1953071,145939,1262001,1820155,4295264,915431,0,0,152952,249715,22807619,0,5335931,0,10873083,0,1135,4717538,685740,7045775
723112,2429651,88,131708,395240,4999926,84088,119121,3590,160368,4728097,20067763,0,9611720,164278,6641837,1,25782,4359473,932065,6993674
210434,24947499,0,4920190,844200,646729,1715670,80157,184000,8010,5683617,3974967,0,4916816,222835,1078489,995,340039,4557968,277007,4099508
212465,2211454,1008,715703,149443,5729650,1851668,109016,1393,357,310178,25884575,0,11834220,935791,204991,0,61724,1559045,110221,3880049
12311,1590578,0,151318,697326,3347312,834489,0,5623,9277,592649,25720062,0,6444581,0,3976082,0,412,4099112,414583,6778541
983448,1268251,0,16331,1210270,5395431,196895,0,5398,15799,338192,27893726,0,10973693,0,869725,0,35873,2172701,234203,3548163
913940,1800385,0,31307,468965,3757582,9898,56316,100,104455,234501,22842955,0,11368247,0,6413818,0,110915,1194969,263045,5286674
497404,918181,1023,518028,298769,1944246,2577,100400,3088,7232,5482157,16514203,0,5276627,0,3252150,0,69,1952501,357022,9189745
363415,1142353,4933,620754,565265,16148965,6519490,27085,1270,10261,925500,11982424,0,2902216,0,452854,0,10050,1242766,138573,2712172
697633,738062,1001,152459,420924,5946808,266539,151708,0,191795,127093,17267944,0,4569121,0,4017820,0,0,364787,383502,9677825
75633,2128937,541209,5402034,1400550,1455167,402686,0,1243,5564,1520183,15519361,0,3389754,95214,4849602,0,29500,1713751,208925,3184128
3041974,1224673,32001,0,18899,9442993,0,0,2000,0,6400000,11020083,0,4483314,0,3639825,0,0,253131,73118,3200255
934329,10991698,61378,641,634649,12071491,1523050,186406,27187,179207,211426,287154,0,1324406,91150,284289,0,1054373,1493223,153184,9143029
445843,730468,0,0,0,0,0,0,0,82839,11320441,14984820,0,4181275,0,150270,0,411,59537,423356,5189344
485559,1198794,187645,564579,16569,3419322,0,682,0,70086,1089495,19472710,0,4981674,0,389951,0,1298,1012008,146337,4517606
3344611,613418,0,0,0,0,0,0,0,0,528488,33288629,0,0,0,0,0,0,0,1110944,173513
214807,2463000,1071000,0,0,198000,329000,14000,688000,31000,4037000,1594000,53000,6060000,4000,650000,1000,1052000,3903000,128000,13230000
2253891,2083568,130457,420728,2150,4541905,266473,0,105832,19728,736000,0,0,5401760,0,12272946,4016570,787760,0,49703,4311765
1456501,92000,0,0,16000,968000,0,0,0,0,9851000,1656000,0,10537000,0,713000,0,211000,3619000,8000,7398000
30810,3170072,641,0,60941,125821,0,0,0,816,1194500,75198,0,259142,0,23405365,0,1100000,1887,33117,2059392
