852218,60620000,22354000,3626000,991000,42122000,4817000,649000,8194000,1321000,172801000,137878000,556000,67621000,16727000,77658000,27000,11172000,53277000,1956000,303553000
480228,29304790,12795472,3618062,6379840,179231727,234610,6257411,5563176,1590724,47094171,227192094,2971403,57186431,10786682,38157021,196263,36811895,24336350,1658483,150769186
476810,42400000,15089000,8377000,9297000,10276000,8418000,3192000,57377000,304000,15118000,14795000,38990000,16915000,78609000,63813000,67336000,62966000,33342000,3423000,143349000
484422,13283000,4861000,2692000,5171000,87299000,8368000,2662000,11155000,310000,7655000,137087000,0,56780000,2356000,17605000,0,1657000,23540000,1369000,73823000
451965,15208000,443000,429000,1856000,21780000,254000,1258000,127000,39000,3981000,188533000,0,37244000,8000,30099000,1000,14288000,12167000,1423000,40656000
76201,12210436,0,8434,1170752,13852442,1502688,25389,1408974,429105,35551642,61397897,649882,18958777,4927728,2542942,879213,64114,12994578,1898431,44150980
504713,5894661,93073,78732,266873,41553419,45166,567868,27195,213868,2861316,58516004,1,28852933,164330,20457961,0,393260,18828542,865826,20094722
413208,7182821,539840,1505283,297965,16615507,1192567,196576,1010032,958,2853365,56061677,95542,9826462,1630017,15090525,56829,822032,2031368,616196,21714773
675332,4014162,149365,1960269,798318,13739153,2216208,1104469,3300,1140750,5924686,53508739,0,20872096,0,12878630,0,77863,9503512,500080,8621140
489913,1400916,17484,30422,128665,181,112800,54363,8590,0,513876,17097344,0,2672855,0,47580340,0,0,43358,114817,20760309
35301,22849258,2091729,11344741,1880172,14432398,16923811,6385,947105,283247,4283317,0,0,21305,66075,43678,0,0,4684567,30040,8460371
280110,3391603,82526,126077,75050,6613109,179819,16320,12941,11646,123127,29712796,0,18048070,80701,8158388,0,59088,11130106,288613,8316351
541101,9525000,427000,489000,203000,19755000,24000,406000,643000,126000,2344000,6424000,691000,2439000,4568000,782000,245000,3153000,13223000,205000,15052000
817824,2728331,465870,4540552,700463,11924519,1010662,4050,0,96910,1254694,21149502,0,14867272,411,4129239,0,50344,4745812,126480,8347910
852320,2241307,126687,9053660,590313,2097271,7014,18032,0,135367,71904,38654095,0,5954275,0,4948919,0,24383,2656650,280817,8070612
455534,1519254,11112,7278352,5622257,10925761,0,0,0,6,653348,16845794,0,18133399,0,271310,0,6579,2617850,368213,4128453
259518,1929857,7117,166574,101656,3540269,362122,38638,1084,438,284850,29533702,2110,12215393,125867,8041228,0,471101,3424128,246993,7464497
1225800,75606,1770328,488599,0,7304663,13366200,346415,777170,56873,1750434,14039053,0,13550552,0,5860930,0,150000,1828363,2623464,951957
332907,787427,148563,208844,1019547,12166981,6995,669686,10125,385710,0,32136508,0,3086871,0,1470597,0,0,272503,335001,7856085
1830035,6373358,3466967,1218199,6132,270753,1334286,0,535533,0,2614500,0,0,10740,1132147,16197037,10360998,1320000,26179,86197,14463323
723112,2138147,475712,1482960,358620,12719989,137027,0,4249,86254,1366454,15972724,0,6984332,0,4713739,0,77288,6153416,394272,4488882
1417557,300659,1267,0,16572,0,0,0,0,0,0,7234,0,2781196,0,50134325,0,22318,915338,102219,2845700
60143,1924574,106492,123,20414,3390238,0,4880,99384,38574,3605757,15390739,33651,21164475,1760559,780511,0,75167,2628705,229578,3271552
501105,1355902,74289,235879,217069,7268963,7633,132750,4361,262544,63385,22562601,0,8506023,0,5590629,0,7699,2144413,330684,5241242
897273,767193,24397,0,1715,6420844,0,0,20,11741,0,24198150,0,1148961,0,7122314,0,0,1942615,961956,10772034
233031,1112825,44611,2359968,368467,5999052,18552,1055,0,44,1247115,27202169,0,6545034,0,2918706,0,1304,1563579,180788,1800055
1469211,243717,0,0,0,6815701,0,0,0,0,290000,42467510,0,0,0,13,0,0,0,903345,441888
245333,1295211,88788,43760,391490,11634929,51994,0,3697,84085,1000,22183598,0,4509340,0,3507970,0,25684,2958257,260396,3477701
486752,988341,0,0,0,13319,3561212,0,0,0,1006000,0,0,0,0,35089135,0,1298,0,135142,9304185
212465,2236090,54607,3853869,84140,5983293,1230724,50225,6802,8095,1695835,19133473,358,8786839,318913,350039,395,1418688,698708,72980,3197081
913940,610655,0,591811,824943,7234410,503692,52311,474,156881,528673,15081454,0,10470760,0,4548530,0,910741,1223944,299449,3680712
804963,1537101,169827,1959210,50945,4157955,228491,0,0,55892,197580,13101413,0,3371684,0,8210414,0,4569,3022957,204349,5030751
210434,14623766,1997,6083332,889535,6151,1009930,39922,58184,0,2093734,3705530,0,2827866,251144,983297,1365,587647,3125559,227108,2984488
445843,891702,23903,1758830,2746,6539961,0,0,1287,100,15000,16822105,0,4073823,0,246974,0,0,66487,508579,7404099
983448,801654,16759,1549,1207637,3909661,49371,0,5089,29752,89337,18212735,0,6506411,0,809115,0,8766,1861668,164003,1824656
214807,2703000,1475000,0,0,4000,0,31000,0,53000,11737000,666000,1000,2539000,40000,268000,1000,2739000,3269000,146000,9744000
485559,773796,248107,275105,17209,3282239,0,682,0,26982,1598995,17676592,0,3649255,0,482022,0,18860,666988,125449,6212955
423355,3571787,195579,913901,137371,1413066,82738,5582,3114,2182,518016,13883438,2656589,3770723,360889,731468,27436,348369,629117,298880,5494920
497404,554558,2109,17697,206852,4252644,14048,230907,3101,2958,761,14217653,0,2945718,0,2246945,0,2,851858,230804,6520161
12311,809583,117351,947959,391798,1091732,1446274,0,4236,42097,135017,14669350,0,3681230,0,2758112,0,2264,3194295,85568,2613223
14409,211625,3517,587063,15585,7645845,134396,0,655,0,125000,9269239,0,4480490,0,6048088,0,0,632433,83679,2745637
3041974,498196,34076,490219,11109,7851220,139948,0,1500,0,0,9873392,0,2880482,0,5450909,0,0,275175,69124,3318531
2253891,1905063,1528423,2225355,2526,2840252,395300,0,4135,19026,0,0,0,0,0,11505480,4698188,12283,3975,37703,4495867
697633,861474,48466,72966,105506,6683691,0,0,100,32118,28274,11350071,0,3489230,0,4033691,0,0,295089,207331,1809176
362445,1511514,0,0,62051,450627,0,0,0,555,117021,19900940,0,1765489,0,155626,0,63,116398,143838,4328868
460855,456290,31632,592761,43981,4805227,0,132362,0,6225,13235,10667293,0,2601068,0,1179800,0,297,383560,335563,6724915
934329,5328025,122418,1397002,766182,8758821,0,11557,5075,4973,735410,806945,0,1251823,247257,619780,0,33105,876382,227600,4369376
694904,195670,0,1165917,6387,4738960,0,516870,1015,122291,1000,14471809,0,52525,0,5233,0,0,1768,275150,3058541
42541,1074257,21988,99461,492464,811322,925,25988,0,4299,87988,15226506,0,3888675,0,610873,0,2732,235544,100877,1553967
940311,572000,470000,6132000,178000,2109000,0,87000,2000,1000,102000,4397000,494000,4392000,139000,1806000,824000,7000,1297000,52000,1168000
969723,500225,18413,2894357,155912,3859716,0,123437,0,18125,799874,7607780,0,1349994,0,1589275,0,1066963,187052,25486,2519060
363415,884964,8969,154962,646156,12241244,0,18205,275,1774,10000,5638540,0,1221196,0,152359,0,0,631854,67062,1003958
688079,383000,0,0,0,0,0,0,0,2000,0,6593000,0,3033000,0,8356000,0,600000,207000,82000,3293000
75633,1477149,1053646,3677703,168121,476245,661021,0,0,3111,544352,4043687,0,4513731,87424,2108612,0,11382,1560633,29564,2057052
112837,630096,29655,161909,86970,4008721,0,737,2000,71335,454500,9311215,0,2665682,0,3093496,0,3230,818264,139985,950682
570231,458636,18188,166868,54064,3318329,0,7074,150,1399,505937,12048695,0,876860,0,187458,0,2110,964138,128514,1404835
1494240,348466,4978,2632065,66,1975090,0,60648,0,126381,3700,8406934,0,2449626,0,401305,0,417,460756,190547,2322676
30810,313485,548,0,2120,6152,0,0,0,2303,400000,181944,0,0,0,17269460,0,0,560,13518,1140674
3212149,5725,0,0,5929,71721,0,0,0,0,0,3945,0,3260239,0,4121424,0,0,0,181,10754165
455365,293027,0,0,0,2415,568176,0,0,0,654900,0,0,1272956,0,9709205,0,2800000,0,13608,2800633
917742,284223,15836,182512,810094,3044198,43844,160859,2156,28229,116046,8841321,0,1959374,0,959675,0,21414,182137,202482,1214973
1003606,368811,25900,184295,2331,3514404,0,164544,0,861,0,10413147,0,525110,0,40482,0,0,496743,153900,2090703
761806,271333,15985,0,359762,2985093,0,123335,405,0,60984,9540552,0,2416247,0,40140,0,2912,44776,227921,1264246
510871,126538,480214,2512763,38711,2766568,0,44025,0,3610,91691,7138385,77534,1564774,28270,1420361,16031,0,228974,63650,366595
752970,161466,0,6006414,34822,804980,0,51421,0,0,949711,4315761,0,851435,0,361476,0,0,1172042,46473,277661
576710,236849,104,188841,16349,2661203,0,15540,1300,5184,0,7220487,0,2510887,0,797859,0,0,166856,135199,1017715
63069,426794,91425,710975,310044,2675022,0,0,1000,101029,190000,5299526,0,2789149,0,270116,0,0,226672,46723,728775
178020,446046,0,0,4371,483856,26096,0,0,168,911138,9513516,0,1691988,0,252516,0,165,43386,34307,451041
121709,151903,4980,959168,0,424959,819662,1372177,2496,29890,397191,9637,0,1909,0,7130055,0,0,0,31833,2097095
266271,327298,0,0,0,1784520,0,0,1000,0,0,7732208,0,713338,0,253462,0,0,1087222,156088,859002
324902,17501,403420,25042,7716,3831651,3495587,329599,33685,0,0,4072824,0,0,0,79823,0,100000,8352,28503,374604
601050,497820,102263,726233,67039,1562073,1033069,47778,0,14818,253807,3900872,0,1594474,0,1931975,0,300,486391,46495,529374
339858,350429,17916,32604,219113,4381302,0,13,600,0,14861,2734099,0,2373466,0,397287,0,3872,412905,34754,1403914
1394676,416033,986165,385,641,5928,0,5285,0,0,0,0,0,1994,0,9573375,0,0,8928,11841,1098717
491224,1044358,790722,1219471,6927,11364,0,0,250,0,228560,5471729,0,868969,0,1305067,0,0,316500,23803,692233
276579,384439,73054,420495,375940,227782,0,266805,0,174117,849169,5048931,0,1829745,0,634411,0,3513,638045,74217,938890
911807,35553,116936,2307273,449406,8038932,0,176783,10298,0,0,0,0,11744,0,48480,0,0,205634,50000,434548
1000409,873734,23971,294947,7596,1663917,116016,0,500,1,75000,3543535,0,598636,0,3339005,0,5635,56295,48357,1138058
671576,1952175,1610751,1098319,22480,4099054,0,75,0,0,0,2520464,0,41454,0,88267,0,0,18834,75445,154509
229801,208580,21056,321112,330615,2010673,0,490376,300,3991,12600,4854058,0,1263660,0,1159772,0,0,49724,72503,646446
2736291,294331,54409,835090,66559,1305253,0,10875,0,5203,28618,4192656,0,2227653,0,638437,0,0,756043,93803,866653
762661,620971,0,0,0,1126,0,0,0,0,0,9877338,0,25737,0,4675,0,0,0,133840,333387
613307,314114,9241,481675,351,1423668,0,26999,1350,24213,65000,6179468,0,1586238,0,68419,0,25000,248383,33213,481773
2121196,57104,0,1670552,105428,1606583,0,0,7404765,0,0,9049,0,15644,0,906,0,0,0,36895,29509
606046,359194,5515,2095420,281272,366571,0,31278,0,19080,85075,5443881,0,785561,0,403630,0,0,319850,26968,689161
980661,732222,24770,1124389,1413,518009,256138,323419,0,0,450000,2779929,205940,1025533,70251,860866,107906,35000,440712,23889,1866076
837260,1323816,16057,6633,13990,116771,0,887178,0,3120,0,5364620,0,1598013,0,93137,0,20367,70868,25744,822809
67311,191485,0,560329,103192,1881146,0,84211,0,19190,929,3573825,0,1321459,0,1574337,0,0,120374,112543,807721
795968,309797,877,35271,7923,2667931,0,71767,318686,20278,70000,3565160,324287,682310,76524,558041,176125,0,666972,54021,469701
682563,542789,90183,79882,252622,2541592,0,0,1000,0,367100,2438995,0,2450657,0,315907,0,0,206236,32971,636788
374149,362303,366280,0,4598,520655,0,0,0,0,434620,3828310,0,1581808,0,119200,0,3745,2309767,2245,312762
310727,128562,222297,728689,142774,2102333,0,117163,617,7459,351200,3626511,0,1179978,0,325918,0,0,95105,65823,668181
137915,48528,273977,0,54885,2019707,0,289704,250,794421,94522,5527843,0,112878,0,7282,0,0,123871,100710,212250
919308,191146,4909,209380,67410,2883476,11477,32976,0,143096,0,2286498,0,1600224,0,896149,0,9,25481,36900,502765
1001152,175746,5985,0,79436,3064197,0,0,2075,6047,94295,3323035,0,862698,0,251732,0,0,50715,86040,834423
272218,102921,56670,170536,11812,854738,0,289026,500,110986,521683,2937355,0,1973042,0,1057268,0,230000,136386,11970,299938
320119,307433,2993,1272614,307702,2676296,0,246118,540199,4767,103000,538917,263,1401752,95030,75446,21518,166198,365541,82497,556172
169653,159632,9987,585370,47819,1017518,9907,503,247,1052,79100,4627951,0,1415192,0,47252,0,0,71565,31114,611605
208244,179373,33248,638446,583051,1418685,18307,175213,0,8127,17111,2826868,0,939289,0,710446,0,0,496827,61195,569761
62101,70671,0,220727,8895,2702557,88807,0,500,0,0,3056235,0,887753,0,1007723,0,0,15563,27896,419873
816210,202571,600,1003261,51941,752123,0,0,150,0,327041,4046282,0,739204,0,543893,0,191462,273926,37500,240381
873138,247299,74293,379269,249152,1256137,0,0,4941,284,5300,3076095,0,2219732,0,219667,0,10362,133557,31465,415563
342634,280303,4880,245656,201223,1168036,0,128686,108,0,3000,3491561,0,894471,0,804053,0,0,266794,61812,536960
559777,158677,0,859942,51172,2297844,0,46618,100,0,45696,3748691,0,279065,0,160797,0,0,86134,98854,165951
44602,1032441,100,5233,0,1246797,0,0,0,0,3800000,550137,0,177747,0,382266,0,0,68541,13886,452818
131360,96421,0,453884,361371,149929,13458,9570,0,136,0,5600980,0,275398,0,293454,0,19,0,59489,367037
676656,276033,1956,319834,242922,1266708,0,23205,0,7498,55907,2589614,0,1937389,0,118787,0,0,102387,57142,601576
311845,238414,79283,389872,194775,152486,0,0,0,0,208000,3957527,0,619775,0,723968,0,2,147609,45603,709739
2867056,5238,0,0,0,0,0,0,0,0,1135490,5915635,0,0,0,0,0,0,0,271601,31853
2502656,66385,0,0,185,13279,0,0,0,0,0,0,0,0,0,6954722,0,0,1,0,65928
2333412,115693,224078,40262,5,1372962,0,20971,600,15378,0,4143557,0,6656,0,576934,0,0,179355,54019,281666
249612,37345,384108,2299077,0,1440719,0,3094,0,84995,1544524,953088,0,0,0,31980,0,100000,2479,0,89626
2962652,18713,0,0,0,0,0,0,0,0,556886,6198054,0,0,0,0,0,0,0,158440,28146
1007846,142760,0,61331,678729,1297347,0,126571,0,26837,0,2718433,0,997428,0,314498,0,0,113581,52094,401403
1156539,212381,23114,249980,84661,1023528,0,92333,0,18634,0,2587706,0,832105,0,108050,0,29,971057,30815,432320
43173,86943,0,177232,215615,1072649,0,17982,0,0,35000,4033859,55381,459207,87541,1024,51,6000,3985,57318,232379
362007,121252,13334,160879,39730,1919625,52726,243406,300,94750,0,2884125,0,232311,0,20693,0,0,10530,60075,648520
197478,95173,2491,363318,0,177484,0,17317,0,42613,10000,4781730,0,589610,0,14523,0,0,8320,55443,262635
